2024-12-05 09:13:33,305 - __main__ - ERROR - OpenAI API key not found in environment variables
2024-12-05 09:17:49,773 - __main__ - INFO - Starting equipment analysis
2024-12-05 09:17:49,774 - __main__ - ERROR - Required data file not found: [Errno 2] No such file or directory: '/Users/adeelalam/Documents/Coding/Archive/data/devices.csv'
2024-12-05 09:17:49,774 - __main__ - ERROR - Analysis failed: [Errno 2] No such file or directory: '/Users/adeelalam/Documents/Coding/Archive/data/devices.csv'
2024-12-05 09:18:18,764 - __main__ - INFO - Starting equipment analysis
2024-12-05 09:18:18,765 - __main__ - ERROR - Required data file not found: [Errno 2] No such file or directory: '/Users/adeelalam/Documents/Coding/Archive/data/devices.csv'
2024-12-05 09:18:18,765 - __main__ - ERROR - Analysis failed: [Errno 2] No such file or directory: '/Users/adeelalam/Documents/Coding/Archive/data/devices.csv'
2024-12-05 09:19:35,182 - __main__ - ERROR - Analysis failed: 'DATA_DIR'
2024-12-05 09:21:44,438 - __main__ - ERROR - Failed to setup OpenAI API: OpenAI API key not found in environment variables
2024-12-05 09:21:52,607 - __main__ - ERROR - Failed to setup OpenAI API: OpenAI API key not found in environment variables
2024-12-05 17:15:24,588 - __main__ - ERROR - Analysis failed: 'DATA_DIR'
2024-12-05 17:17:42,083 - __main__ - ERROR - Analysis failed: 'DATA_DIR'
2024-12-05 17:18:44,286 - __main__ - INFO - Creating data directory at /Users/adeelalam/Documents/Coding/Archive/data
2024-12-05 17:18:44,287 - __main__ - INFO - Starting equipment analysis
2024-12-05 17:18:44,287 - __main__ - ERROR - Required data file not found: [Errno 2] No such file or directory: '/Users/adeelalam/Documents/Coding/Archive/data/devices.csv'
2024-12-05 17:18:44,288 - __main__ - ERROR - Analysis failed: [Errno 2] No such file or directory: '/Users/adeelalam/Documents/Coding/Archive/data/devices.csv'
2024-12-09 09:09:19,274 - __main__ - INFO - Starting equipment analysis
2024-12-09 09:09:19,285 - __main__ - ERROR - Error processing device D001: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
2024-12-09 09:09:19,285 - __main__ - ERROR - Error processing device D002: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
2024-12-09 09:09:19,286 - __main__ - ERROR - Error processing device D003: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
2024-12-09 09:09:19,286 - __main__ - ERROR - Error processing device D004: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
2024-12-09 09:09:19,286 - __main__ - ERROR - Error processing device D005: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
2024-12-09 09:09:19,286 - __main__ - ERROR - Error processing device D006: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
2024-12-09 09:09:19,286 - __main__ - ERROR - Error processing device D007: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
2024-12-09 09:09:19,286 - __main__ - ERROR - Error processing device D008: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
2024-12-09 09:09:19,286 - __main__ - ERROR - Error processing device D009: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
2024-12-09 09:09:19,286 - __main__ - ERROR - Error processing device D010: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
2024-12-09 09:09:19,286 - __main__ - ERROR - Error processing device D011: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
2024-12-09 09:09:19,286 - __main__ - ERROR - Error processing device D012: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
2024-12-09 09:09:19,286 - __main__ - ERROR - Error processing device D013: unsupported operand type(s) for -: 'datetime.datetime' and 'str'
